fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ภัสริน รามวงศ์,38574,8,2026-02-07T16:49:13.708Z,47.93,1,46,#ff6412,พรรคประชาชน
ลลิตา ฤกษ์สำราญ,11394,6,2026-02-07T16:49:11.851Z,14.16,2,37,#131c5f,พรรคภูมิใจไทย
ชื่นชอบ คงอุดม,10678,4,2026-02-07T16:49:09.325Z,13.27,3,6,#243180,พรรครวมไทยสร้างชาติ
พงศ์พล เตมีย์,7509,1,2026-02-07T16:49:03.607Z,9.33,4,27,#70c0fd,พรรคประชาธิปัตย์
พุฒิพงศ์ อินทรสุวรรณ,5899,3,2026-02-07T16:49:07.314Z,7.33,5,9,#fe0000,พรรคเพื่อไทย
มนัส แถบทอง,1968,13,2026-02-07T16:49:15.052Z,2.45,6,11,#febd2f,พรรคเศรษฐกิจ
วัฒนรักษ์ อำนรรฆสรเดช,1324,9,2026-02-07T16:49:14.267Z,1.64,7,43,#096735,พรรคพลังประชารัฐ
ศุภฤทธิ์ มั่นนทีรัย,825,7,2026-02-07T16:49:12.470Z,1.03,8,42,#44a26e,พรรคกล้าธรรม
ชลิดา สุวรรณโชติ,665,5,2026-02-07T16:49:09.941Z,0.83,9,48,#7c26df,พรรคไทยสร้างไทย
เรวัตร คงชาติ,566,10,2026-02-07T16:49:14.535Z,0.7,10,49,#f6ec4c,พรรคไทยก้าวใหม่
เสน่ห์ ชัยทร,502,11,2026-02-07T16:49:14.795Z,0.62,11,20,#15603f,พรรคฟิวชัน
ณพวุฒิ จุลไสย,307,12,2026-02-07T16:49:15.052Z,0.38,12,44,#f3717b,พรรคโอกาสใหม่
กิติมา สิงห์ลา,276,2,2026-02-07T16:49:05.224Z,0.34,13,7,#0ac107,พรรคพลวัต
