fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ศุภศิษย์ กอเจริญยศ,21382,4,2026-02-07T16:49:09.009Z,27.8,1,9,#fe0000,พรรคเพื่อไทย
นีโอ พลซื่อ,20703,5,2026-02-07T16:49:09.633Z,26.92,2,42,#44a26e,พรรคกล้าธรรม
นรากร นาเมืองรักษ์,15555,8,2026-02-07T16:49:13.442Z,20.23,3,37,#131c5f,พรรคภูมิใจไทย
วัจน์คมกริช ศรีวะรมย์,10537,3,2026-02-07T16:49:07.314Z,13.7,4,46,#ff6412,พรรคประชาชน
สุทธิกานต์ สิทธิ์ประภากูล,4695,2,2026-02-07T16:49:06.180Z,6.1,5,44,#f3717b,พรรคโอกาสใหม่
กัญจน์พร วงศ์เวไนย,1926,7,2026-02-07T16:49:11.851Z,2.5,6,43,#096735,พรรคพลังประชารัฐ
ชัยชนะ รัตนชัยฤทธิ์,1064,9,2026-02-07T16:49:13.980Z,1.38,7,6,#243180,พรรครวมไทยสร้างชาติ
มารยาท มานัส,664,1,2026-02-07T16:49:03.079Z,0.86,8,27,#70c0fd,พรรคประชาธิปัตย์
ดนิตา มาบุญธรรม,321,6,2026-02-07T16:49:11.851Z,0.42,9,49,#f6ec4c,พรรคไทยก้าวใหม่
เกียรติศักดิ์ วรรณพาด,61,10,2026-02-07T16:49:14.535Z,0.08,10,7,#0ac107,พรรคพลวัต
