fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ก่อเกียรติ ก่อสูงศักดิ์,36911,14,2026-02-07T16:49:15.052Z,43.95,1,46,#ff6412,พรรคประชาชน
ฐิติภัสร์ โชติเดชาชัยนันต์,23065,13,2026-02-07T16:49:15.052Z,27.46,2,37,#131c5f,พรรคภูมิใจไทย
พงศกร รัตนเรืองวัฒนา,10136,2,2026-02-07T16:49:06.598Z,12.07,3,9,#fe0000,พรรคเพื่อไทย
ร.อ.พิชาญศักดิ์ บุญมาศ,7269,1,2026-02-07T16:49:04.719Z,8.66,4,27,#70c0fd,พรรคประชาธิปัตย์
ปรีชาชัย พิพรรธน์ธนาดุล,1191,10,2026-02-07T16:49:14.535Z,1.42,5,6,#243180,พรรครวมไทยสร้างชาติ
ฐีรทรัพย์ อภิญญาภรณ์,1157,9,2026-02-07T16:49:13.980Z,1.38,6,48,#7c26df,พรรคไทยสร้างไทย
ธีระยุทธ อรุณพูลทรัพย์,1076,8,2026-02-07T16:49:13.129Z,1.28,7,11,#febd2f,พรรคเศรษฐกิจ
อาภา กลิ่นหอม,624,11,2026-02-07T16:49:14.795Z,0.74,8,29,#36b54c,พรรคไทยภักดี
ศรราม สีบุญเรือง,521,6,2026-02-07T16:49:10.889Z,0.62,9,42,#44a26e,พรรคกล้าธรรม
อริย์ธัช สายสุวรรณ์,443,16,2026-02-07T16:49:15.312Z,0.53,10,35,#04685b,พรรครักชาติ
ศุภพิพัฒน์ บัลนาลังก์,421,3,2026-02-07T16:49:07.677Z,0.5,11,49,#f6ec4c,พรรคไทยก้าวใหม่
ชนิดาภา สนิมทอง,323,12,2026-02-07T16:49:14.795Z,0.38,12,23,#293f8b,พรรคปวงชนไทย
รัชฏะ สมรทินกร,286,7,2026-02-07T16:49:11.851Z,0.34,13,43,#096735,พรรคพลังประชารัฐ
ไชยอนันต์ ตรีไพบูลย์,256,4,2026-02-07T16:49:08.685Z,0.3,14,44,#f3717b,พรรคโอกาสใหม่
กิตติศักดิ์ บุญพิทักษ์วุฒิ,175,5,2026-02-07T16:49:10.564Z,0.21,15,7,#0ac107,พรรคพลวัต
จิรยุทธ บุญแต่ง,132,15,2026-02-07T16:49:15.052Z,0.16,16,28,#34398b,พรรคไทยก้าวหน้า
