fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
บุญญาภา ปุณณนิฏฐา,43680,5,2026-02-07T16:49:09.941Z,54.93,1,37,#131c5f,พรรคภูมิใจไทย
ทินพล ศรีธเรศ,20906,1,2026-02-07T16:49:04.719Z,26.29,2,9,#fe0000,พรรคเพื่อไทย
ทวี ขาวผ่อง,9158,9,2026-02-07T16:49:14.267Z,11.52,3,46,#ff6412,พรรคประชาชน
วิไลพร นิพัฒน์,3637,4,2026-02-07T16:49:09.325Z,4.57,4,44,#f3717b,พรรคโอกาสใหม่
รัศมี โพธะศรี,701,8,2026-02-07T16:49:13.708Z,0.88,5,11,#febd2f,พรรคเศรษฐกิจ
วรพรต สมบัติมล,404,11,2026-02-07T16:49:14.535Z,0.51,6,10,#006aee,พรรคทางเลือกใหม่
เริงชาติ ศรีขจรวงศ์,337,2,2026-02-07T16:49:05.703Z,0.42,7,42,#44a26e,พรรคกล้าธรรม
ทองหลอม ถิตย์สิทธิ์,312,6,2026-02-07T16:49:11.538Z,0.39,8,6,#243180,พรรครวมไทยสร้างชาติ
ร้อยตรีสินธร ไร่สงวน,182,3,2026-02-07T16:49:06.995Z,0.23,9,31,#0641e7,พรรคประชากรไทย
สุวิทย์ นันอำไพ,153,7,2026-02-07T16:49:11.851Z,0.19,10,27,#70c0fd,พรรคประชาธิปัตย์
ทวีคิด อุปกา,52,10,2026-02-07T16:49:14.535Z,0.07,11,8,#ee5e17,พรรคประชาธิปไตยใหม่
