fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ฉัตร สุภัทรวณิชย์,30597,7,2026-02-07T16:49:12.802Z,40.26,1,46,#ff6412,พรรคประชาชน
ประเสริฐ บุญชัยสุข,21898,11,2026-02-07T16:49:14.795Z,28.81,2,9,#fe0000,พรรคเพื่อไทย
ก้องเกียรติ วงศ์นิยม,13506,9,2026-02-07T16:49:13.980Z,17.77,3,37,#131c5f,พรรคภูมิใจไทย
ธนทรัพย์ อำพันธ์ทอง,2940,3,2026-02-07T16:49:07.314Z,3.87,4,11,#febd2f,พรรคเศรษฐกิจ
อนันท์ อาบสุวรรณ,1749,10,2026-02-07T16:49:14.535Z,2.3,5,6,#243180,พรรครวมไทยสร้างชาติ
วิวรรธน์ วงศ์สิทธิ์,1583,4,2026-02-07T16:49:08.685Z,2.08,6,27,#70c0fd,พรรคประชาธิปัตย์
วาสนา สระทองหลาง,1223,6,2026-02-07T16:49:11.214Z,1.61,7,49,#f6ec4c,พรรคไทยก้าวใหม่
พิชิต เคหะสุวรรณ์,720,1,2026-02-07T16:49:04.719Z,0.95,8,43,#096735,พรรคพลังประชารัฐ
สกุลชัย สุภิมารส,534,5,2026-02-07T16:49:10.255Z,0.7,9,42,#44a26e,พรรคกล้าธรรม
บัญญัติ ทุมมี,495,2,2026-02-07T16:49:06.598Z,0.65,10,44,#f3717b,พรรคโอกาสใหม่
สาคร ลักษณะสุข,335,8,2026-02-07T16:49:13.442Z,0.44,11,5,#e10717,พรรครวมใจไทย
กรกฤชอรรถ ภูกิตติวรโชติ,243,12,2026-02-07T16:49:14.795Z,0.32,12,23,#293f8b,พรรคปวงชนไทย
เสรี ใจอุ่น,184,13,2026-02-07T16:49:15.052Z,0.24,13,58,#000000,พรรครักษ์ธรรม
