fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ณัฐพล โตวิจักษณ์ชัยกุล,41778,5,2026-02-07T16:49:10.255Z,47.54,1,46,#ff6412,พรรคประชาชน
จักรพล ตั้งสุทธิธรรม,26221,8,2026-02-07T16:49:13.442Z,29.84,2,9,#fe0000,พรรคเพื่อไทย
เกษม ปารมีศิลป์ขจร,6464,1,2026-02-07T16:49:04.719Z,7.36,3,37,#131c5f,พรรคภูมิใจไทย
ศักดิ์สุบรรณ คันธา,4943,9,2026-02-07T16:49:14.267Z,5.63,4,27,#70c0fd,พรรคประชาธิปัตย์
ธนากร สุภาษา,2108,4,2026-02-07T16:49:09.009Z,2.4,5,42,#44a26e,พรรคกล้าธรรม
สรวีย์ เขื่อนวงค์วิน,1726,6,2026-02-07T16:49:10.889Z,1.96,6,11,#febd2f,พรรคเศรษฐกิจ
ไพศาล ใจแก้ว,1276,7,2026-02-07T16:49:12.175Z,1.45,7,6,#243180,พรรครวมไทยสร้างชาติ
พลตรีพนม ศรีเผือด,1126,3,2026-02-07T16:49:08.063Z,1.28,8,44,#f3717b,พรรคโอกาสใหม่
จิตรา สุจารี,534,11,2026-02-07T16:49:14.795Z,0.61,9,31,#0641e7,พรรคประชากรไทย
เตชสิทธิ์ สีแดง,480,2,2026-02-07T16:49:05.224Z,0.55,10,24,#f80406,พรรควิชชั่นใหม่
พรชัย อรรถปรียางกูร,466,12,2026-02-07T16:49:15.052Z,0.53,11,22,#6a59a7,พรรคก้าวอิสระ
สมหวัง อุทัศ,344,13,2026-02-07T16:49:15.052Z,0.39,12,12,#eac33b,พรรคเสรีรวมไทย
ดรุณี นันทวิชัย,225,14,2026-02-07T16:49:15.052Z,0.26,13,56,#2df928,พรรคเพื่อบ้านเมือง
อรุณ โปธิตา,184,10,2026-02-07T16:49:14.535Z,0.21,14,7,#0ac107,พรรคพลวัต
