fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ปรีติ เจริญศิลป์,39741,8,2026-02-07T16:49:13.708Z,43.69,1,46,#ff6412,พรรคประชาชน
ประยูร อรัญญิก,30248,5,2026-02-07T16:49:10.564Z,33.25,2,37,#131c5f,พรรคภูมิใจไทย
วัชธนันท์ อัศวนิโครธร,8334,7,2026-02-07T16:49:12.175Z,9.16,3,9,#fe0000,พรรคเพื่อไทย
ธนินท์ธร ภูมราช,5551,6,2026-02-07T16:49:10.889Z,6.1,4,27,#70c0fd,พรรคประชาธิปัตย์
สุวิศิษฏ์ พงศ์ภรณ์ปภาณ,2282,9,2026-02-07T16:49:14.267Z,2.51,5,6,#243180,พรรครวมไทยสร้างชาติ
ประสงค์ เต็งทอง,1586,1,2026-02-07T16:49:04.719Z,1.74,6,11,#febd2f,พรรคเศรษฐกิจ
พลวัตร บรรดาศักดิ์,1426,2,2026-02-07T16:49:06.180Z,1.57,7,43,#096735,พรรคพลังประชารัฐ
อภิษิต งามบุษบงโสภี,1134,4,2026-02-07T16:49:09.325Z,1.25,8,42,#44a26e,พรรคกล้าธรรม
สุจจาธินี ลักษมน์ศิริชาต,474,3,2026-02-07T16:49:07.677Z,0.52,9,10,#006aee,พรรคทางเลือกใหม่
ทวีชัย พงศาทองโฉม,194,10,2026-02-07T16:49:14.535Z,0.21,10,20,#15603f,พรรคฟิวชัน
