fullName,totalVotes,candidateNumber,updatedAt,percent,rank,party.code,party.color,party.name
ธัญธร ธนินวัฒนาธร,44737,15,2026-02-07T16:49:15.052Z,49.82,1,46,#ff6412,พรรคประชาชน
อรชพร คงวุฒิปัญญา,13620,10,2026-02-07T16:49:14.535Z,15.17,2,9,#fe0000,พรรคเพื่อไทย
อำพล ขำวิลัย,11265,2,2026-02-07T16:49:06.598Z,12.55,3,37,#131c5f,พรรคภูมิใจไทย
คณพล พงศ์พิทยา,7779,12,2026-02-07T16:49:14.795Z,8.66,4,27,#70c0fd,พรรคประชาธิปัตย์
กวิน ชาตะวนิช,2462,4,2026-02-07T16:49:08.685Z,2.74,5,6,#243180,พรรครวมไทยสร้างชาติ
ปภพพล เติมธีรกิจ,2256,9,2026-02-07T16:49:14.267Z,2.51,6,49,#f6ec4c,พรรคไทยก้าวใหม่
วรพงษ์ วณิชอุชโชติ,1226,18,2026-02-07T16:49:15.312Z,1.37,7,11,#febd2f,พรรคเศรษฐกิจ
ธนูชยานันท์ ปั้นบริสุทธิ์,1212,11,2026-02-07T16:49:14.795Z,1.35,8,12,#eac33b,พรรคเสรีรวมไทย
พิชชาภา ทองดียิ่ง,1059,5,2026-02-07T16:49:10.255Z,1.18,9,48,#7c26df,พรรคไทยสร้างไทย
อภิชาติ สุริโย,674,17,2026-02-07T16:49:15.312Z,0.75,10,29,#36b54c,พรรคไทยภักดี
ศรัณย์รัชต์ อัศววงศ์ธาดา,618,6,2026-02-07T16:49:11.538Z,0.69,11,45,#0c4da1,พรรคเป็นธรรม
กิตติพัทธ์ เตชะพกาพงษ์,465,3,2026-02-07T16:49:07.677Z,0.52,12,23,#293f8b,พรรคปวงชนไทย
เอกรัฐ อิทธิไกวัล,462,1,2026-02-07T16:49:03.607Z,0.51,13,42,#44a26e,พรรคกล้าธรรม
ทรงธรรม ทรงศิริเดชบดี,415,16,2026-02-07T16:49:15.312Z,0.46,14,8,#ee5e17,พรรคประชาธิปไตยใหม่
ภูชิตา แก้วมโนรมย์,402,7,2026-02-07T16:49:12.802Z,0.45,15,7,#0ac107,พรรคพลวัต
รัชชานนท์ พูนรัตน์,388,14,2026-02-07T16:49:15.052Z,0.43,16,43,#096735,พรรคพลังประชารัฐ
ชมกมล วงศ์ชุติโรจน์,336,13,2026-02-07T16:49:15.052Z,0.37,17,35,#04685b,พรรครักชาติ
ไพบูลย์ เกิดโสภา,283,8,2026-02-07T16:49:13.708Z,0.32,18,44,#f3717b,พรรคโอกาสใหม่
วงศ์ปกรณ์ เกษมพงศ์จรัส,134,19,2026-02-07T16:49:15.312Z,0.15,19,56,#2df928,พรรคเพื่อบ้านเมือง
